Row,Name,Count,crank1,crankx
1630,MASON-JAMES ,14,-13Ê ,Ê:Ê
1630,MIKA ,14,-13Ê ,+949Ê
1630,NABEEL ,14,-514Ê ,-1031Ê
1630,NARAYAN ,14,+586Ê ,+675Ê
1630,NAYAN ,14,-447Ê ,-691Ê
1630,NORBERT ,14,+290Ê ,Ê:Ê
1630,NUH ,14,+166Ê ,Ê:Ê
1630,OLIVERS ,14,+425Ê ,Ê:Ê
1630,OLUWADEMILADE ,14,+1030Ê ,+249Ê
1630,PERCIVAL ,14,+773Ê ,Ê:Ê
1630,QAIS ,14,-168Ê ,-407Ê
1630,QUINCY ,14,+586Ê ,+675Ê
1630,REISS ,14,-226Ê ,-1081Ê
1630,RIAAN ,14,+166Ê ,Ê:Ê
1630,RUARIDH ,14,-13Ê ,+2022Ê
1630,RUZGAR ,14,-447Ê ,Ê:Ê
1630,SABIR ,14,-91Ê ,-219Ê
1630,SHAI ,14,-483Ê ,-131Ê
1630,SHAYE ,14,-291Ê ,-407Ê
1630,SHAYLAN ,14,+425Ê ,+949Ê
1630,SHIMON ,14,-336Ê ,+103Ê
1630,STEVE ,14,+1685Ê ,-788Ê
1630,TADHG ,14,-291Ê ,-407Ê
1630,TAYO ,14,+1685Ê ,+949Ê
1630,TIBERIUS ,14,+425Ê ,Ê:Ê
1630,TIGER ,14,+1685Ê ,+249Ê
1630,TIM ,14,-13Ê ,-282Ê
1630,UMUT ,14,-168Ê ,+949Ê
1630,UTHMAAN ,14,+773Ê ,Ê:Ê
1630,VARUN ,14,-226Ê ,-788Ê
1630,VAUGHN ,14,+290Ê ,-219Ê
1630,YAKOV ,14,-91Ê ,+1380Ê
1630,YAQOOB ,14,-13Ê ,+675Ê
1630,YUSEF ,14,-91Ê ,+249Ê
1630,ZIAD ,14,+586Ê ,+675Ê
1721,AADITYA ,13,+334Ê ,Ê:Ê
1721,ABDUL-RAHMAN ,13,+199Ê ,+584Ê
1721,ADRIANO ,13,+1233Ê ,+158Ê
1721,ADRIANS ,13,-474Ê ,Ê:Ê
1721,ADRIEL ,13,-474Ê ,+350Ê
1721,AKEEM ,13,+334Ê ,-310Ê
1721,ALDEN ,13,+2101Ê ,+858Ê
1721,AMRIT ,13,+75Ê ,-498Ê
1721,ANAND ,13,+1233Ê ,-124Ê
1721,ANDREY ,13,+199Ê ,+350Ê
1721,ANGAD ,13,-317Ê ,Ê:Ê
1721,ARAM ,13,+2964Ê ,+350Ê
1721,ARIF ,13,-182Ê ,-960Ê
1721,ARNAS ,13,-15Ê ,+1289Ê
1721,ARSH ,13,+1594Ê ,Ê:Ê
1721,ARTIN ,13,-259Ê ,+1931Ê
1721,ARTURO ,13,+2964Ê ,Ê:Ê
1721,ASH ,13,+334Ê ,+12Ê
1721,AZAD ,13,+1233Ê ,+158Ê
1721,AZEEM ,13,+199Ê ,-310Ê
1721,BARAN ,13,-605Ê ,-845Ê
1721,BAYLEE ,13,-104Ê ,+12Ê
1721,BEAUDEN ,13,Ê:Ê ,Ê:Ê
1721,BECK ,13,+495Ê ,-222Ê
1721,BOBBI ,13,-182Ê ,+1289Ê
1721,BRADEN ,13,-104Ê ,-845Ê
1721,CASH ,13,-182Ê ,Ê:Ê
1721,CEEJAY ,13,+495Ê ,+12Ê
1721,CHAISE ,13,+1233Ê ,Ê:Ê
1721,CHRISTOS ,13,-182Ê ,-222Ê
1721,COBEN ,13,+334Ê ,+858Ê
1721,COLT ,13,+334Ê ,+858Ê
1721,DANISH ,13,-790Ê ,-971Ê
1721,DESMOND ,13,-104Ê ,-222Ê
1721,DEVEN ,13,-317Ê ,-373Ê
1721,DIMITRI ,13,-182Ê ,-440Ê
1721,EMLYN ,13,+334Ê ,+584Ê
1721,ENRIQUE ,13,+1594Ê ,-222Ê
1721,ETHEN ,13,+199Ê ,+858Ê
1721,EZEL ,13,+939Ê ,Ê:Ê
1721,FELIPE ,13,+199Ê ,+158Ê
1721,FREDERIK ,13,-15Ê ,-610Ê
1721,GABRIELE ,13,+495Ê ,+158Ê
1721,GIACOMO ,13,+495Ê ,-440Ê
1721,GUSTAS ,13,-317Ê ,Ê:Ê
1721,GWILYM ,13,-259Ê ,-124Ê
1721,HABIB ,13,-259Ê ,-782Ê
1721,HAL ,13,+199Ê ,-930Ê
1721,HAMMAD ,13,-474Ê ,-1032Ê
1721,HANZALAH ,13,+495Ê ,+584Ê
1721,HARLEN ,13,-15Ê ,+1289Ê
1721,HENRY-JAMES ,13,+682Ê ,Ê:Ê
1721,HORATIO ,13,-15Ê ,-373Ê
1721,INDIGO ,13,+334Ê ,+350Ê
1721,JOTHAM ,13,+199Ê ,+350Ê
1721,KEIR ,13,-259Ê ,-989Ê
1721,KENLEY ,13,+199Ê ,Ê:Ê
1721,KHIZAR ,13,-15Ê ,+1289Ê
1721,LEVENTE ,13,+939Ê ,Ê:Ê
1721,LEX ,13,+75Ê ,-310Ê
1721,LINDEN ,13,-104Ê ,+584Ê
1721,LOGAN-LEE ,13,+334Ê ,Ê:Ê
1721,LUAN ,13,+75Ê ,+1931Ê
1721,LUDOVIC ,13,+2101Ê ,-124Ê
1721,MAHAD ,13,-538Ê ,-610Ê
1721,MIRAN ,13,-15Ê ,+350Ê
1721,NALI ,13,+1233Ê ,Ê:Ê
1721,OLI ,13,+199Ê ,+858Ê
1721,OLUWADARASIMI ,13,+495Ê ,Ê:Ê
1721,OLUWATOBI ,13,+495Ê ,-782Ê
1721,RAIYAN ,13,+75Ê ,+350Ê
1721,RAMSEY ,13,+939Ê ,+1931Ê
1721,RENZO ,13,+939Ê ,+1931Ê
1721,RIAZ ,13,-259Ê ,-721Ê
1721,RIYAD ,13,-182Ê ,-373Ê
1721,ROGER ,13,+2101Ê ,-124Ê
1721,ROSSI ,13,+495Ê ,+350Ê
1721,SAHIR ,13,+334Ê ,+584Ê
1721,SALAH ,13,Ê:Ê ,+12Ê
1721,SENAN ,13,-317Ê ,+1289Ê
1721,SHAYDEN ,13,-538Ê ,+350Ê
1721,SKYLER ,13,+199Ê ,Ê:Ê
1721,SOHAIB ,13,+1233Ê ,-643Ê
1721,STIRLING ,13,+334Ê ,-310Ê
1721,SUFIAN ,13,+199Ê ,-124Ê
1721,THOR ,13,-15Ê ,+1289Ê
1721,TOBEY ,13,+334Ê ,-1122Ê
1721,TOBIE ,13,-538Ê ,+858Ê
1721,TOBIN ,13,+75Ê ,+858Ê
1721,TRISTEN ,13,-259Ê ,-440Ê
1721,TZVI ,13,-104Ê ,-373Ê
1721,VALENTINE ,13,+682Ê ,+584Ê
1721,VED ,13,+75Ê ,Ê:Ê
1721,VIGGO ,13,+682Ê ,+858Ê
1721,YOUCEF ,13,-104Ê ,+584Ê
1721,ZAKAI ,13,+1594Ê ,Ê:Ê
1721,ZEBEDEE ,13,-104Ê ,-222Ê
1721,ZUHAYR ,13,+1594Ê ,+1931Ê
1819,ACER ,12,-23Ê ,-222Ê
1819,ADEL ,12,+397Ê ,-408Ê
1819,AKASH ,12,+397Ê ,-1003Ê
1819,AKIVA ,12,+397Ê ,+60Ê
1819,AL ,12,+584Ê ,+252Ê
1819,ALBAN ,12,+101Ê ,-222Ê
1819,ALBION ,12,-357Ê ,+1191Ê
1819,ALONSO ,12,+841Ê ,+760Ê
1819,AMADOU ,12,-23Ê ,+1191Ê
1819,ANIS ,12,+236Ê ,-977Ê
1819,ARCHIE-LEE ,12,-280Ê ,Ê:Ê
1819,ARHAAN ,12,-480Ê ,Ê:Ê
1819,ARTIE ,12,-23Ê ,Ê:Ê
1819,ARTURS ,12,+236Ê ,Ê:Ê
1819,AVRAM ,12,+397Ê ,Ê:Ê
1819,AWAIS ,12,-795Ê ,-1431Ê
1819,BASTIAN ,12,+1135Ê ,Ê:Ê
1819,BECKETT ,12,+584Ê ,Ê:Ê
1819,BOE ,12,+1135Ê ,Ê:Ê
1819,BRETT ,12,-357Ê ,-1402Ê
1819,BROCK ,12,+397Ê ,+60Ê
1819,BRONSON ,12,-357Ê ,-222Ê
1819,BURHANUDDIN ,12,+584Ê ,Ê:Ê
1819,CAL ,12,+101Ê ,-408Ê
1819,CAVAN ,12,-202Ê ,-1003Ê
1819,CHARLIE-RAY ,12,+1135Ê ,Ê:Ê
1819,CHAYCE ,12,-202Ê ,Ê:Ê
1819,CODI ,12,-280Ê ,+486Ê
1819,CYPRIAN ,12,-113Ê ,Ê:Ê
1819,DALLAS ,12,+584Ê ,+1833Ê
1819,DAX ,12,+584Ê ,+760Ê
1819,DAYYAN ,12,+584Ê ,Ê:Ê
1819,DEMIR ,12,-280Ê ,+1833Ê
1819,DIMITAR ,12,-202Ê ,Ê:Ê
1819,DIYAN ,12,-480Ê ,Ê:Ê
1819,DOVID ,12,+841Ê ,+486Ê
1819,EDDISON ,12,-415Ê ,Ê:Ê
1819,ELISEI ,12,-23Ê ,Ê:Ê
1819,EVANDER ,12,+2866Ê ,Ê:Ê
1819,FILIPE ,12,+1496Ê ,Ê:Ê
1819,FRAIZER ,12,-113Ê ,Ê:Ê
1819,FRANEK ,12,-202Ê ,Ê:Ê
1819,GETHYN ,12,+101Ê ,+1191Ê
1819,GILES ,12,-572Ê ,-977Ê
1819,GRAHAM ,12,-23Ê ,-471Ê
1819,HANS ,12,+2866Ê ,+252Ê
1819,HARLEM ,12,-202Ê ,+760Ê
1819,HARVEY-JAMES ,12,-23Ê ,Ê:Ê
1819,IHSAAN ,12,+397Ê ,+60Ê
1819,IMAAN ,12,-23Ê ,-741Ê
1819,IONUT ,12,+1496Ê ,Ê:Ê
1819,IZIAH ,12,+2003Ê ,Ê:Ê
1819,IZYAN ,12,Ê:Ê ,Ê:Ê
1819,JABIR ,12,+1496Ê ,-222Ê
1819,JACK-JAMES ,12,+841Ê ,Ê:Ê
1819,JAIVEER ,12,-357Ê ,Ê:Ê
1819,JOAQUIN ,12,+397Ê ,+760Ê
1819,JOHANNES ,12,+841Ê ,-222Ê
1819,JORDI ,12,+841Ê ,-320Ê
1819,JORIS ,12,+2866Ê ,Ê:Ê
1819,JOSEFF ,12,-280Ê ,-658Ê
1819,KAIDEN-LEE ,12,-23Ê ,Ê:Ê
1819,KAIDON ,12,+584Ê ,+1833Ê
1819,KAIF ,12,+584Ê ,-943Ê
1819,KALOYAN ,12,+2866Ê ,Ê:Ê
1819,KARANVEER ,12,-23Ê ,Ê:Ê
1819,KAVISH ,12,+1135Ê ,+1191Ê
1819,KAYDAN ,12,-572Ê ,-86Ê
1819,KIYAAN ,12,-415Ê ,Ê:Ê
1819,KLAYTON ,12,+841Ê ,+486Ê
1819,KOBEY ,12,+584Ê ,+252Ê
1819,KONSTANTINOS ,12,+584Ê ,+1833Ê
1819,KORY ,12,+101Ê ,-320Ê
1819,KUZEY ,12,-415Ê ,Ê:Ê
1819,KYMANI ,12,-572Ê ,-408Ê
1819,KYRO ,12,+584Ê ,+760Ê
1819,KYSON ,12,-23Ê ,Ê:Ê
1819,LAYTH ,12,-280Ê ,Ê:Ê
1819,LEELAN ,12,-202Ê ,Ê:Ê
1819,LEMUEL ,12,-480Ê ,+252Ê
1819,LUQMAAN ,12,+101Ê ,-708Ê
1819,MAJID ,12,+236Ê ,+252Ê
1819,MANAV ,12,-113Ê ,-848Ê
1819,MARTYNAS ,12,+584Ê ,Ê:Ê
1819,MARVELLOUS ,12,Ê:Ê ,Ê:Ê
1819,MASON-LEE ,12,-357Ê ,Ê:Ê
1819,MATHIS ,12,+1496Ê ,Ê:Ê
1819,MATT ,12,-280Ê ,-1151Ê
1819,MEMPHIS ,12,+101Ê ,-222Ê
1819,MICKY ,12,-23Ê ,-596Ê
1819,NOAH-JAMES ,12,+2003Ê ,Ê:Ê
1819,OCEAN ,12,+236Ê ,+1833Ê
1819,OZZIE ,12,+397Ê ,+1191Ê
1819,PARTH ,12,+101Ê ,-320Ê
1819,PRAISE ,12,+841Ê ,+1191Ê
1819,QUINTON ,12,-202Ê ,+60Ê
1819,RAFAY ,12,-23Ê ,+1191Ê
1819,RANVIR ,12,+397Ê ,Ê:Ê
1819,RASHID ,12,+236Ê ,-320Ê
1819,ROGAN ,12,-636Ê ,+252Ê
1819,RONI ,12,-733Ê ,-222Ê
1819,RYLAN ,12,-969Ê ,-658Ê
1819,SAFWAAN ,12,-23Ê ,-408Ê
1819,SALVADOR ,12,-23Ê ,+252Ê
1819,SERGIO ,12,-202Ê ,-741Ê
1819,STORM ,12,+841Ê ,-471Ê
1819,TAWHID ,12,-280Ê ,+486Ê
1819,TEDDY-JAMES ,12,+1135Ê ,Ê:Ê
1819,UWAIS ,12,+584Ê ,-1045Ê
1819,VICENTE ,12,+2866Ê ,Ê:Ê
1819,VITO ,12,+584Ê ,+1833Ê
1819,WILLIS ,12,+236Ê ,+252Ê
1819,YASSER ,12,+236Ê ,-538Ê
1819,YOUNIS ,12,-415Ê ,+252Ê
1819,ZACHARIAS ,12,+397Ê ,-943Ê
1819,ZEPHYR ,12,-202Ê ,+1833Ê
1935,ABE ,11,+120Ê ,-202Ê
1935,ADAMAS ,11,-15Ê ,Ê:Ê
1935,AERON ,11,-139Ê ,-654Ê
1935,AGASTYA ,11,+468Ê ,Ê:Ê
1935,AHNAF ,11,-318Ê ,+136Ê
1935,AKAAL ,11,-229Ê ,Ê:Ê
1935,ALEXZANDER ,11,+1887Ê ,+136Ê
1935,ALIYAN ,11,Ê:Ê ,Ê:Ê
1935,ALYAAN ,11,+1380Ê ,Ê:Ê
1935,ANTOINE ,11,-139Ê ,-996Ê
1935,ARAV ,11,-788Ê ,+644Ê
1935,ARIZ ,11,+1019Ê ,+1075Ê
1935,ARMAND ,11,+1887Ê ,+136Ê
1935,ART ,11,+725Ê ,+370Ê
1935,ASIM ,11,-473Ê ,-1144Ê
1935,AVEER ,11,+1019Ê ,Ê:Ê
1935,AYHAM ,11,+120Ê ,+1075Ê
1935,AZAN ,11,-229Ê ,-857Ê
1935,AZLAAN ,11,+1019Ê ,Ê:Ê
1935,BERNARDO ,11,+725Ê ,+1075Ê
1935,BILLY-JOE ,11,-139Ê ,+136Ê
1935,BOBI ,11,+725Ê ,+1717Ê
1935,BOSTON ,11,+1887Ê ,+644Ê
1935,BRAIDEN ,11,-819Ê ,-436Ê
1935,BRINLEY ,11,+120Ê ,+644Ê
1935,BRODEY ,11,-15Ê ,+136Ê
1935,CAEL ,11,+120Ê ,-202Ê
1935,CAILAN ,11,-229Ê ,-338Ê
1935,CAIRON ,11,+120Ê ,Ê:Ê
1935,CAMRON ,11,-641Ê ,-1537Ê
1935,CHARLIE-JAY ,11,+281Ê ,Ê:Ê
1935,COBI ,11,-596Ê ,-202Ê
1935,CONSTANTIN ,11,+1380Ê ,Ê:Ê
1935,DANI ,11,+725Ê ,+1075Ê
1935,DOLTON ,11,+1887Ê ,+1717Ê
1935,DOMINICK ,11,-139Ê ,-524Ê
1935,DONTE ,11,+281Ê ,-436Ê
1935,EASA ,11,+1019Ê ,Ê:Ê
1935,EBAN ,11,+2750Ê ,+644Ê
1935,EDAN ,11,-15Ê ,-896Ê
1935,EDWYN ,11,+725Ê ,Ê:Ê
1935,ELIJUS ,11,+2750Ê ,Ê:Ê
1935,ENSAR ,11,Ê:Ê ,Ê:Ê
1935,ERROL ,11,+725Ê ,Ê:Ê
1935,EVERETT ,11,+1887Ê ,Ê:Ê
1935,FREDDIE-JAMES ,11,+1887Ê ,Ê:Ê
1935,GIULIO ,11,+1019Ê ,+136Ê
1935,GODWIN ,11,-396Ê ,-56Ê
1935,HAMAAD ,11,+1019Ê ,-824Ê
1935,HARLIE ,11,-139Ê ,+1717Ê
1935,HARRY-JAMES ,11,-139Ê ,Ê:Ê
1935,HENRIQUE ,11,-139Ê ,+1075Ê
1935,HIMMAT ,11,-396Ê ,+1717Ê
1935,HOWARD ,11,-473Ê ,-896Ê
1935,HOWIE ,11,+281Ê ,+1717Ê
1935,HUDHAYFAH ,11,+1380Ê ,Ê:Ê
1935,HUSAYN ,11,-229Ê ,+644Ê
1935,HUSEYIN ,11,-139Ê ,-1161Ê
1935,ILYAAS ,11,+120Ê ,-338Ê
1935,IMAAD ,11,-139Ê ,-935Ê
1935,IRA ,11,-139Ê ,+1075Ê
1935,ISAAK ,11,-473Ê ,+370Ê
1935,ISHMAEL ,11,-596Ê ,-996Ê
1935,JAMIE-LEE ,11,-396Ê ,-996Ê
1935,JAXEN ,11,+120Ê ,Ê:Ê
1935,JOSHAN ,11,+1380Ê ,+370Ê
1935,KAIUS ,11,+1887Ê ,Ê:Ê
1935,KAL ,11,-229Ê ,+370Ê
1935,KARTAR ,11,+468Ê ,Ê:Ê
1935,KAYDEN-LEE ,11,-15Ê ,Ê:Ê
1935,KEIAN ,11,+281Ê ,-436Ê
1935,KEITH ,11,-396Ê ,-1267Ê
1935,KIAN-LEE ,11,+725Ê ,Ê:Ê
1935,KOHEN ,11,+120Ê ,Ê:Ê
1935,KOLBY ,11,-473Ê ,Ê:Ê
1935,KRISTUPAS ,11,-229Ê ,Ê:Ê
1935,KWAKU ,11,+468Ê ,-56Ê
1935,KWAME ,11,-139Ê ,-524Ê
1935,KYLEN ,11,-229Ê ,Ê:Ê
1935,KYRELL ,11,+120Ê ,+136Ê
1935,LAYLAND ,11,+281Ê ,Ê:Ê
1935,LEANDER ,11,+1019Ê ,+1075Ê
1935,LEEROY ,11,+1380Ê ,+136Ê
1935,LEIF ,11,+1019Ê ,-56Ê
1935,LOIC ,11,+281Ê ,Ê:Ê
1935,MAHER ,11,-15Ê ,+644Ê
1935,MAHMOOD ,11,+468Ê ,-56Ê
1935,MALCOLM ,11,-318Ê ,-935Ê
1935,MALEEK ,11,+725Ê ,+644Ê
1935,MARCELL ,11,-229Ê ,+644Ê
1935,MARLON ,11,-531Ê ,-1093Ê
1935,MARTY ,11,-318Ê ,+644Ê
1935,MATTIAS ,11,+725Ê ,-338Ê
1935,MATYAS ,11,+281Ê ,Ê:Ê
1935,MAXIMO ,11,+120Ê ,+1075Ê
1935,MIAN ,11,+725Ê ,-56Ê
1935,MIHAI ,11,-396Ê ,Ê:Ê
1935,MIR ,11,+468Ê ,+1717Ê
1935,MOSTAFA ,11,+1019Ê ,+136Ê
1935,MUAAZ ,11,+468Ê ,-338Ê
1935,MUHAMMAD-YUSUF ,11,+281Ê ,Ê:Ê
1935,NASEEM ,11,+1019Ê ,+1075Ê
1935,NEIDAS ,11,+1380Ê ,Ê:Ê
1935,NIHAAL ,11,-15Ê ,+644Ê
1935,NOOR ,11,-139Ê ,-524Ê
1935,OSSIAN ,11,+1019Ê ,+1717Ê
1935,OZAN ,11,-318Ê ,-338Ê
1935,PIETRO ,11,+281Ê ,-338Ê
1935,RAEF ,11,-15Ê ,Ê:Ê
1935,RAIF ,11,-849Ê ,+370Ê
1935,RAM ,11,+725Ê ,-202Ê
1935,RAMAN ,11,+725Ê ,-56Ê
1935,REED ,11,-473Ê ,Ê:Ê
1935,REN ,11,+468Ê ,+1075Ê
1935,REO ,11,-473Ê ,+136Ê
1935,RIZWAN ,11,-872Ê ,-1161Ê
1935,RONALDO ,11,+725Ê ,-587Ê
1935,ROWEN ,11,-596Ê ,-202Ê
1935,RUHAN ,11,+2750Ê ,+370Ê
1935,SAIFAN ,11,+120Ê ,Ê:Ê
1935,SAMUAL ,11,+120Ê ,-1203Ê
1935,SHLOIME ,11,-229Ê ,Ê:Ê
1935,SHLOMO ,11,+120Ê ,-338Ê
1935,SHYAM ,11,+725Ê ,-712Ê
1935,SONNI ,11,+1019Ê ,+136Ê
1935,SULEYMAN ,11,+120Ê ,-587Ê
1935,TAHIR ,11,+120Ê ,-774Ê
1935,TANAY ,11,-139Ê ,+644Ê
1935,TANVEER ,11,+281Ê ,+644Ê
1935,TARUN ,11,+120Ê ,-774Ê
1935,TEJAS ,11,+468Ê ,+1717Ê
1935,THADDEUS ,11,+1380Ê ,+1075Ê
1935,TOBY-JAMES ,11,+2750Ê ,Ê:Ê
1935,TOMMI ,11,+120Ê ,-338Ê
1935,TOMMY-JAY ,11,+120Ê ,+644Ê
1935,TYLOR ,11,+281Ê ,-774Ê
1935,TYRON ,11,+725Ê ,-654Ê
1935,VALENTIN ,11,-15Ê ,+1075Ê
1935,VIRAAJ ,11,+1887Ê ,Ê:Ê
1935,WASEEM ,11,+120Ê ,+370Ê
1935,YACINE ,11,+120Ê ,+1075Ê
1935,YOHAN ,11,-473Ê ,+1717Ê
1935,ZHI ,11,+120Ê ,+644Ê
1935,ZINEDINE ,11,-139Ê ,-436Ê
2079,AARIB ,10,Ê:Ê ,Ê:Ê
2079,AARIYAN ,10,+581Ê ,Ê:Ê
2079,ABDALLA ,10,-24Ê ,-482Ê
2079,ABDUL-HADI ,10,+324Ê ,Ê:Ê
2079,ABDULAHI ,10,+137Ê ,-1040Ê
2079,ABDULHADI ,10,+875Ê ,Ê:Ê
2079,ABID ,10,-462Ê ,-968Ê
2079,ADRIEN ,10,+1743Ê ,+500Ê
2079,AINSLEY ,10,Ê:Ê ,Ê:Ê
2079,AIRONAS ,10,+875Ê ,Ê:Ê
2079,AKBAR ,10,-159Ê ,-346Ê
2079,AKSEL ,10,+324Ê ,Ê:Ê
2079,ALIEU ,10,+137Ê ,+931Ê
2079,ALLEN ,10,+137Ê ,-968Ê
2079,ALPHA ,10,+1743Ê ,-200Ê
2079,ANOOP ,10,+2606Ê ,Ê:Ê
2079,APOLLO ,10,-24Ê ,+931Ê
2079,AQEEL ,10,-159Ê ,-1040Ê
2079,AQIB ,10,-159Ê ,-1079Ê
2079,ARISH ,10,+875Ê ,Ê:Ê
2079,ARLEN ,10,-159Ê ,-580Ê
2079,ATIF ,10,-617Ê ,-668Ê
2079,AZIAH ,10,+1743Ê ,Ê:Ê
2079,BAILEY-JAMES ,10,+2606Ê ,Ê:Ê
2079,BALRAJ ,10,+1236Ê ,-668Ê
2079,BARRY ,10,-159Ê ,-1263Ê
2079,BERKIN ,10,Ê:Ê ,Ê:Ê
2079,BOBBY-JOE ,10,+875Ê ,-200Ê
2079,BODE ,10,+1236Ê ,Ê:Ê
2079,BOGDAN ,10,+324Ê ,Ê:Ê
2079,BRAM ,10,+137Ê ,-8Ê
2079,BRENNAN ,10,-832Ê ,-1001Ê
2079,BRYNLEY ,10,+324Ê ,-798Ê
2079,BURHAN ,10,+1743Ê ,+500Ê
2079,CAEDEN ,10,+137Ê ,Ê:Ê
2079,CALAN ,10,+581Ê ,+500Ê
2079,CAVALLI ,10,+1743Ê ,+226Ê
2079,CEDRIC ,10,-159Ê ,+226Ê
2079,CJ ,10,+324Ê ,Ê:Ê
2079,CONALL ,10,-540Ê ,-1040Ê
2079,CORBYN ,10,-540Ê ,-798Ê
2079,DANYAAL ,10,-832Ê ,-1442Ê
2079,DAVIS ,10,-540Ê ,-8Ê
2079,DAWOUD ,10,+137Ê ,Ê:Ê
2079,DEVANSH ,10,-283Ê ,Ê:Ê
2079,DINO ,10,+581Ê ,-580Ê
2079,DIYAR ,10,Ê:Ê ,Ê:Ê
2079,DOMANTAS ,10,+1743Ê ,Ê:Ê
2079,DOVYDAS ,10,-373Ê ,Ê:Ê
2079,EBRAHIM ,10,-540Ê ,-918Ê
2079,EDIZ ,10,-159Ê ,+226Ê
2079,ELIAN ,10,-540Ê ,Ê:Ê
2079,EMIN ,10,+324Ê ,+1573Ê
2079,EMMET ,10,+875Ê ,Ê:Ê
2079,EYMEN ,10,+1743Ê ,Ê:Ê
2079,EZRAH ,10,+1743Ê ,Ê:Ê
2079,FAIZ ,10,-540Ê ,-1079Ê
2079,FERDINAND ,10,-159Ê ,-731Ê
2079,FINNEGAN ,10,+137Ê ,-200Ê
2079,FREDDIE-LEE ,10,+324Ê ,Ê:Ê
2079,GIAN ,10,+137Ê ,+226Ê
2079,GORDON ,10,-283Ê ,-1001Ê
2079,GRAY ,10,-283Ê ,+1573Ê
2079,GRUFF ,10,-24Ê ,Ê:Ê
2079,GRZEGORZ ,10,+875Ê ,Ê:Ê
2079,GULLIVER ,10,Ê:Ê ,+1573Ê
2079,GUSTAV ,10,-159Ê ,-8Ê
2079,GUSTAVO ,10,-540Ê ,+226Ê
2079,HAKIM ,10,+137Ê ,-482Ê
2079,ILYA ,10,-283Ê ,+226Ê
2079,JACOBY ,10,-283Ê ,Ê:Ê
2079,JAIRAJ ,10,+324Ê ,+500Ê
2079,JAMAAL ,10,-24Ê ,-1305Ê
2079,JAMEEL ,10,-740Ê ,-856Ê
2079,JAYKE ,10,+1236Ê ,-482Ê
2079,JEAN ,10,+581Ê ,-798Ê
2079,JJ ,10,+581Ê ,-346Ê
2079,JOACHIM ,10,+324Ê ,-580Ê
2079,JUDD ,10,-159Ê ,+500Ê
2079,KALEEM ,10,-540Ê ,-968Ê
2079,KAVI ,10,+875Ê ,-200Ê
2079,KAYLEB ,10,-832Ê ,Ê:Ê
2079,KEALAN ,10,-540Ê ,-798Ê
2079,KENNEDY ,10,+1236Ê ,-482Ê
2079,KHUSH ,10,+324Ê ,Ê:Ê
2079,KRISHIV ,10,+1236Ê ,Ê:Ê
2079,KRISTIANS ,10,-159Ê ,Ê:Ê
2079,LAMAR ,10,+137Ê ,-856Ê
2079,LEONEL ,10,+324Ê ,Ê:Ê
2079,LLYWELYN ,10,+875Ê ,+1573Ê
2079,LOGAN-JAY ,10,+137Ê ,Ê:Ê
2079,LUCAN ,10,-283Ê ,Ê:Ê
2079,LUIGI ,10,+1236Ê ,-731Ê
2079,MABON ,10,-373Ê ,+1573Ê
2079,MACAULAY ,10,-832Ê ,-1108Ê
2079,MACE ,10,+1743Ê ,+931Ê
2079,MAMADOU ,10,+1236Ê ,-200Ê
2079,MANNY ,10,+875Ê ,+500Ê
2079,MARKAS ,10,-283Ê ,Ê:Ê
2079,MATEUS ,10,-159Ê ,+226Ê
2079,MATHEUS ,10,+581Ê ,+931Ê
2079,MATIN ,10,-373Ê ,+500Ê
2079,MATTY ,10,+875Ê ,-482Ê
2079,MCKINLEY ,10,+1743Ê ,Ê:Ê
2079,MEKHI ,10,-740Ê ,-1203Ê
2079,MIKA'IL ,10,-617Ê ,+931Ê
2079,MILTON ,10,+1236Ê ,+226Ê
2079,MIRAC ,10,+137Ê ,Ê:Ê
2079,MORDECHAI ,10,-159Ê ,-731Ê
2079,MUADH ,10,-373Ê ,-8Ê
2079,MUAWIYAH ,10,+2606Ê ,+931Ê
2079,MUHAMMAD-IBRAHIM ,10,+1236Ê ,Ê:Ê
2079,NICKOLAS ,10,+324Ê ,+1573Ê
2079,NIGEL ,10,+324Ê ,-1288Ê
2079,NOMAN ,10,-24Ê ,+931Ê
2079,NYE ,10,+1236Ê ,-200Ê
2079,OBI ,10,+324Ê ,+1573Ê
2079,OLUWATIMILEHIN ,10,+137Ê ,-8Ê
2079,OSCAR-JAMES ,10,-540Ê ,Ê:Ê
2079,OUSMAN ,10,+875Ê ,+931Ê
2079,PAVAN ,10,-24Ê ,-968Ê
2079,PEYTON ,10,-617Ê ,Ê:Ê
2079,PIERCE ,10,-159Ê ,-1203Ê
2079,RAGHAV ,10,+137Ê ,-482Ê
2079,RAJ ,10,+1236Ê ,-200Ê
2079,RAMIN ,10,+2606Ê ,Ê:Ê
2079,RAYYAAN ,10,-617Ê ,Ê:Ê
2079,RAZA ,10,+1236Ê ,-856Ê
2079,REYAN ,10,-283Ê ,Ê:Ê
2079,REZA ,10,+1743Ê ,-346Ê
2079,RICCO ,10,-24Ê ,-482Ê
2079,RITCHIE ,10,+1236Ê ,-968Ê
2079,ROBSON ,10,-675Ê ,-798Ê
2079,ROUX ,10,-373Ê ,Ê:Ê
2079,SALAHUDEEN ,10,-159Ê ,Ê:Ê
2079,SALVATORE ,10,+1236Ê ,-580Ê
2079,SAMAD ,10,+581Ê ,-482Ê
2079,SAMY ,10,-24Ê ,+931Ê
